,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intensity,ppm error,Intensity,ppm error,Intensity,ppm error,Intensity,ppm error,Intensity,ppm error,Intensity,ppm error,Intensity,ppm error,Intensity,ppm error,Intensity,ppm error,Intensity,ppm error,Intensity,ppm error,Intensity,ppm error,Intensity,ppm error,Intensity,ppm error,Intensity,ppm error,Intensity,ppm error,Intensity,ppm error,Intensity,ppm error,Intensity,ppm error,Intensity,ppm error,Intensity,ppm error,Intensity,ppm error,
Data File,MS Level,Spectrum ID,Spectrum Name,Spectrum Description,Matched Signals,Combined Score (2.0x Score+Explained Lib Intensity),Score,Explained Lib Intensity,Explained Lib Signals,Total Lib Signals,Explained Query Intensity,Explained Query Signals,Total Query Signals,Entry ID,Name,Synonym,Comment,Ion type,RT,Precursor m/z,Charge,Ion mode,Collision energy,Formula,Mol. weight,Exact mass,InChI,InChI key,SMILES,CAS,Pubmed,Pubchem,MoNA ID,Chemspider,Instrument type,Instrument,Ion source,Num peaks,Acquisition,Principal investigator,Data collector,Software,Ms level,Resolution,Compound Name,[M-e]+,[M-e]+,[M+H]+,[M+H]+,[M+Na]+,[M+Na]+,[M-H+2Na]+,[M-H+2Na]+,[M+K]+,[M+K]+,[M-H2O+H]+,[M-H2O+H]+,[M-C2H4+H]+,[M-C2H4+H]+,[M--Cl+H-e]+,[M--Cl+H-e]+,[M-2-Cl+H-e]+,[M-2-Cl+H-e]+,[M--Cl+H+H]+,[M--Cl+H+H]+,[M-2-Cl+H+H]+,[M-2-Cl+H+H]+,[2M-e]+,[2M-e]+,[2M+H]+,[2M+H]+,[2M+Na]+,[2M+Na]+,[2M-H+2Na]+,[2M-H+2Na]+,[2M+K]+,[2M+K]+,[2M-H2O+H]+,[2M-H2O+H]+,[2M-C2H4+H]+,[2M-C2H4+H]+,[2M--Cl+H-e]+,[2M--Cl+H-e]+,[2M-2-Cl+H-e]+,[2M-2-Cl+H-e]+,[2M--Cl+H+H]+,[2M--Cl+H+H]+,[2M-2-Cl+H+H]+,[2M-2-Cl+H+H]+,Compound Name
"13_1.imzML",1,,,,6,0.7457989136091493,0.618698370413724,1.0,6,6,0.9305698204675239,6,7,5,Pigment Red 210; Pigment Red 266; Pigment Red 170,,PR 210; PR 266; PR 170; hybrid; pure ,,,,,Positive,,C25H20N4O4,,440.1484,"InChI=1S/C25H20N4O4/c1-33-21-9-5-4-8-20(21)27-25(32)19-14-16-6-2-3-7-18(16)22(23(19)30)29-28-17-12-10-15(11-13-17)24(26)31/h2-14,30H,1H3,(H2,26,31)(H,27,32)",HULNYTPFPARJMG-UHFFFAOYSA-N,COC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3C(=C2O)N=NC4=CC=C(C=C4)C(=O)N,36968-27-1,https://pubchem.ncbi.nlm.nih.gov/compound/162235; https://pubchem.ncbi.nlm.nih.gov/compound/C.I.-Pigment-Red-170,,,,ToF,timsTOF fleX,LDI,,Crude,Corinna,Carina,mzmine2,1,,Pigment Red 210; Pigment Red 266; Pigment Red 170,,,,,3.3E3,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pigment Red 210; Pigment Red 266; Pigment Red 170
"13_1.imzML",1,,,,6,0.699336169869469,0.7086121547512353,0.6807842001059365,6,27,0.9208485635774006,6,7,1,Pigment Red 210; Pigment Red 266; Pigment Red 170,,PR 210; PR 266; PR 170; hybrid; pure ,,,,,Positive,,C25H20N4O4,,440.1484,"InChI=1S/C25H20N4O4/c1-33-21-9-5-4-8-20(21)27-25(32)19-14-16-6-2-3-7-18(16)22(23(19)30)29-28-17-12-10-15(11-13-17)24(26)31/h2-14,30H,1H3,(H2,26,31)(H,27,32)",HULNYTPFPARJMG-UHFFFAOYSA-N,COC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3C(=C2O)N=NC4=CC=C(C=C4)C(=O)N,36968-27-1,https://pubchem.ncbi.nlm.nih.gov/compound/162235; https://pubchem.ncbi.nlm.nih.gov/compound/C.I.-Pigment-Red-170,,,,ToF,timsTOF fleX,LDI,,Crude,Corinna,Carina,mzmine2,1,,Pigment Red 210; Pigment Red 266; Pigment Red 170,,,,,1.5E3,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pigment Red 210; Pigment Red 266; Pigment Red 170
"13_1.imzML",1,,,,5,0.6881440875810786,0.7655375640137053,0.5333571347158249,5,157,0.8329156567108993,5,7,94,Pigment Red 170,,PR 170; pure; 1200sum,,,,,Positive,,C26H22N4O4,,454.1641,"InChI=1S/C26H22N4O4/c1-2-34-22-10-6-5-9-21(22)28-26(33)20-15-17-7-3-4-8-19(17)23(24(20)31)30-29-18-13-11-16(12-14-18)25(27)32/h3-15,31H,2H2,1H3,(H2,27,32)(H,28,33)",BGVYDWVAGZBEMJ-UHFFFAOYSA-N,CCOC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3C(=C2O)N=NC4=CC=C(C=C4)C(=O)N,2786-76-7,https://pubchem.ncbi.nlm.nih.gov/compound/17740,,,,qTof,timsTOF fleX,LDI,,Crude,Corinna,Corinna,mzmine2,1,,Pigment Red 170,,,,,6.5E3,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pigment Red 170
"13_1.imzML",1,,,,5,0.6645242816306286,0.7301078550880303,0.5333571347158249,5,157,0.7860909630967178,5,7,94,Pigment Red 170,,PR 170; pure; 1200sum,,,,,Positive,,C26H22N4O4,,454.1641,"InChI=1S/C26H22N4O4/c1-2-34-22-10-6-5-9-21(22)28-26(33)20-15-17-7-3-4-8-19(17)23(24(20)31)30-29-18-13-11-16(12-14-18)25(27)32/h3-15,31H,2H2,1H3,(H2,27,32)(H,28,33)",BGVYDWVAGZBEMJ-UHFFFAOYSA-N,CCOC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3C(=C2O)N=NC4=CC=C(C=C4)C(=O)N,2786-76-7,https://pubchem.ncbi.nlm.nih.gov/compound/17740,,,,qTof,timsTOF fleX,LDI,,Crude,Corinna,Corinna,mzmine2,1,,Pigment Red 170,,,,,2.8E3,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pigment Red 170
"13_1.imzML",1,,,,5,0.6415898186145446,0.6053029788200824,0.7141634982034688,5,26,0.6427426975062651,5,7,6,Pigment Red 266,,PR 266; PR 210 pure; PR 170 signals manually removed ,,,,,Positive,,C25H20N4O4,,440.1484,"InChI=1S/C25H20N4O4/c1-33-21-9-5-4-8-20(21)27-25(32)19-14-16-6-2-3-7-18(16)22(23(19)30)29-28-17-12-10-15(11-13-17)24(26)31/h2-14,30H,1H3,(H2,26,31)(H,27,32)",HULNYTPFPARJMG-UHFFFAOYSA-N,COC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3C(=C2O)N=NC4=CC=C(C=C4)C(=O)N,36968-27-1,https://pubchem.ncbi.nlm.nih.gov/compound/162235,,,,ToF,timsTOF fleX,LDI,,Crude,Corinna,Carina,mzmine2,1,,Pigment Red 266,,,,,3.3E3,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pigment Red 266
"13_1.imzML",1,,,,5,0.5241840180098247,0.6274982660236509,0.3175555219821725,5,601,1.0,5,5,121,Pigment Red 49,,PR 49; pure; use neg mode; 1200sum,,,,,Positive,,C20H14N2O4S,,378.0674,"InChI=1S/C20H14N2O4S/c23-18-12-10-13-5-1-3-7-15(13)19(18)22-21-17-11-9-14-6-2-4-8-16(14)20(17)27(24,25)26/h1-12,23H,(H,24,25,26)  ",SRPCPRSDICCCRQ-UHFFFAOYSA-N  ,C1=CC=C2C(=C1)C=CC(=C2N=NC3=C(C4=CC=CC=C4C=C3)S(=O)(=O)O)O  ,29128-55-0  ,https://pubchem.ncbi.nlm.nih.gov/compound/14200,,,,qTof,timsTOF fleX,LDI,,Crude,Corinna,Corinna,mzmine2,1,,Pigment Red 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pigment Red 49
"13_1.imzML",1,,,,5,0.5166260225209073,0.6125901614893875,0.3246977445839467,5,261,1.0,5,5,120,Pigment Red 49,,PR 49; pure; use neg mode,,,,,Positive,,C20H14N2O4S,,378.0674,"InChI=1S/C20H14N2O4S/c23-18-12-10-13-5-1-3-7-15(13)19(18)22-21-17-11-9-14-6-2-4-8-16(14)20(17)27(24,25)26/h1-12,23H,(H,24,25,26)  ",SRPCPRSDICCCRQ-UHFFFAOYSA-N  ,C1=CC=C2C(=C1)C=CC(=C2N=NC3=C(C4=CC=CC=C4C=C3)S(=O)(=O)O)O  ,29128-55-0  ,https://pubchem.ncbi.nlm.nih.gov/compound/14200,,,,qTof,timsTOF fleX,LDI,,Crude,Corinna,Corinna,mzmine2,1,,Pigment Red 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pigment Red 49
"13_1.imzML",1,,,,5,0.4217066223541617,0.5157239469228159,0.2336719732168532,5,71,1.0,5,5,50,Pigment Red 53:1; barium salt,,PR 53:1,,,,,Positive,,C17H13ClN2O4S ,,376.0285,"InChI=1S/2C17H13ClN2O4S.Ba/c2*1-10-8-14(16(9-13(10)18)25(22,23)24)19-20-17-12-5-3-2-4-11(12)6-7-15(17)21;/h2*2-9,21H,1H3,(H,22,23,24);/q;;+2/p-2",POJOORKDYOPQLS-UHFFFAOYSA-L,CC1=CC(=C(C=C1Cl)S(=O)(=O)[O-])N=NC2=C(C=CC3=CC=CC=C32)O.CC1=CC(=C(C=C1Cl)S(=O)(=O)[O-])N=NC2=C(C=CC3=CC=CC=C32)O.[Ba+2],5160-02-1,https://pubchem.ncbi.nlm.nih.gov/compound/21238,,,,qTof,timsTOF fleX,LDI,,Crude,Corinna,Carina,mzmine2,1,,Pigment Red 53:1; barium salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pigment Red 53:1; barium salt
"13_1.imzML",1,,,,5,0.4193870740692403,0.5122446244954338,0.2336719732168532,5,71,1.0,5,5,50,Pigment Red 53:1; barium salt,,PR 53:1,,,,,Positive,,C17H13ClN2O4S ,,376.0285,"InChI=1S/2C17H13ClN2O4S.Ba/c2*1-10-8-14(16(9-13(10)18)25(22,23)24)19-20-17-12-5-3-2-4-11(12)6-7-15(17)21;/h2*2-9,21H,1H3,(H,22,23,24);/q;;+2/p-2",POJOORKDYOPQLS-UHFFFAOYSA-L,CC1=CC(=C(C=C1Cl)S(=O)(=O)[O-])N=NC2=C(C=CC3=CC=CC=C32)O.CC1=CC(=C(C=C1Cl)S(=O)(=O)[O-])N=NC2=C(C=CC3=CC=CC=C32)O.[Ba+2],5160-02-1,https://pubchem.ncbi.nlm.nih.gov/compound/21238,,,,qTof,timsTOF fleX,LDI,,Crude,Corinna,Carina,mzmine2,1,,Pigment Red 53:1; barium salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pigment Red 53:1; barium salt
